---------------------------------
| rollout/           |          |
|    fps                  | 1078        |
|    iterations           | 6           |
|    time_elapsed         | 17          |
|    total_timesteps      | 323768      |
| train/                  |             |
|    approx_kl            | 0.053931545 |
|    clip_fraction        | 0.381       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.579      |
|    explained_variance   | 0.722       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0718     |
|    n_updates            | 2470        |
|    policy_gradient_loss | -0.0508     |
|    std                  | 0.28        |
|    value_loss           | 0.00885     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.6        |
|    ep_rew_mean          | -478        |
| time/                   |             |
|    fps                  | 1057        |
|    iterations           | 7           |
|    time_elapsed         | 20          |
|    total_timesteps      | 326840      |
| train/                  |             |
|    approx_kl            | 0.056081984 |
|    clip_fraction        | 0.376       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.588      |
|    explained_variance   | 0.701       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0676     |
|    n_updates            | 2480        |
|    policy_gradient_loss | -0.0486     |
|    std                  | 0.281       |
|    value_loss           | 0.0115      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 64.6       |
|    ep_rew_mean          | -468       |
| time/                   |            |
|    fps                  | 1046       |
|    iterations           | 8          |
|    time_elapsed         | 23         |
|    total_timesteps      | 329912     |
| train/                  |            |
|    approx_kl            | 0.05023508 |
|    clip_fraction        | 0.379      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.599     |
|    explained_variance   | 0.777      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0738    |
|    n_updates            | 2490       |
|    policy_gradient_loss | -0.0561    |
|    std                  | 0.282      |
|    value_loss           | 0.00887    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.8       |
|    ep_rew_mean          | -438       |
| time/                   |            |
|    fps                  | 1031       |
|    iterations           | 9          |
|    time_elapsed         | 26         |
|    total_timesteps      | 332984     |
| train/                  |            |
|    approx_kl            | 0.05509088 |
|    clip_fraction        | 0.386      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.606     |
|    explained_variance   | 0.762      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0968    |
|    n_updates            | 2500       |
|    policy_gradient_loss | -0.0518    |
|    std                  | 0.283      |
|    value_loss           | 0.00962    |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 62.7     |
|    ep_rew_mean     | -799     |
| time/              |          |
|    fps             | 3440     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 336056   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58          |
|    ep_rew_mean          | -1.2e+03    |
| time/                   |             |
|    fps                  | 1513        |
|    iterations           | 2           |
|    time_elapsed         | 4           |
|    total_timesteps      | 339128      |
| train/                  |             |
|    approx_kl            | 0.058011074 |
|    clip_fraction        | 0.418       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.609      |
|    explained_variance   | 0.827       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.106      |
|    n_updates            | 2520        |
|    policy_gradient_loss | -0.0781     |
|    std                  | 0.282       |
|    value_loss           | 0.0293      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.3       |
|    ep_rew_mean          | -1.12e+03  |
| time/                   |            |
|    fps                  | 1274       |
|    iterations           | 3          |
|    time_elapsed         | 7          |
|    total_timesteps      | 342200     |
| train/                  |            |
|    approx_kl            | 0.05848829 |
|    clip_fraction        | 0.403      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.609     |
|    explained_variance   | 0.876      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0972    |
|    n_updates            | 2530       |
|    policy_gradient_loss | -0.069     |
|    std                  | 0.282      |
|    value_loss           | 0.0448     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.6        |
|    ep_rew_mean          | -1.15e+03   |
| time/                   |             |
|    fps                  | 1201        |
|    iterations           | 4           |
|    time_elapsed         | 10          |
|    total_timesteps      | 345272      |
| train/                  |             |
|    approx_kl            | 0.061672445 |
|    clip_fraction        | 0.396       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.612      |
|    explained_variance   | 0.891       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0973     |
|    n_updates            | 2540        |
|    policy_gradient_loss | -0.0683     |
|    std                  | 0.282       |
|    value_loss           | 0.045       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.8       |
|    ep_rew_mean          | -1.1e+03   |
| time/                   |            |
|    fps                  | 1133       |
|    iterations           | 5          |
|    time_elapsed         | 13         |
|    total_timesteps      | 348344     |
| train/                  |            |
|    approx_kl            | 0.06630269 |
|    clip_fraction        | 0.377      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.615     |
|    explained_variance   | 0.908      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0789    |
|    n_updates            | 2550       |
|    policy_gradient_loss | -0.0628    |
|    std                  | 0.283      |
|    value_loss           | 0.0543     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55          |
|    ep_rew_mean          | -1.12e+03   |
| time/                   |             |
|    fps                  | 1107        |
|    iterations           | 6           |
|    time_elapsed         | 16          |
|    total_timesteps      | 351416      |
| train/                  |             |
|    approx_kl            | 0.048544813 |
|    clip_fraction        | 0.364       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.621      |
|    explained_variance   | 0.869       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0728     |
|    n_updates            | 2560        |
|    policy_gradient_loss | -0.057      |
|    std                  | 0.283       |
|    value_loss           | 0.0515      |
-----------------------------------------
[long-eval] new best min_robot_dx=-0.421 saved to RL\KNP\sb3_ppo_curriculum_best_long_human_like_phase_refined4.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.9        |
|    ep_rew_mean          | -1.15e+03   |
| time/                   |             |
|    fps                  | 1080        |
|    iterations           | 7           |
|    time_elapsed         | 19          |
|    total_timesteps      | 354488      |
| train/                  |             |
|    approx_kl            | 0.052363943 |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.617      |
|    explained_variance   | 0.827       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0693     |
|    n_updates            | 2570        |
|    policy_gradient_loss | -0.0591     |
|    std                  | 0.283       |
|    value_loss           | 0.101       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 57.3       |
|    ep_rew_mean          | -1.18e+03  |
| time/                   |            |
|    fps                  | 1049       |
|    iterations           | 8          |
|    time_elapsed         | 23         |
|    total_timesteps      | 357560     |
| train/                  |            |
|    approx_kl            | 0.05575238 |
|    clip_fraction        | 0.372      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.622     |
|    explained_variance   | 0.893      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0581    |
|    n_updates            | 2580       |
|    policy_gradient_loss | -0.0636    |
|    std                  | 0.283      |
|    value_loss           | 0.0762     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.5        |
|    ep_rew_mean          | -1.22e+03   |
| time/                   |             |
|    fps                  | 1039        |
|    iterations           | 9           |
|    time_elapsed         | 26          |
|    total_timesteps      | 360632      |
| train/                  |             |
|    approx_kl            | 0.059484422 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.623      |
|    explained_variance   | 0.922       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0888     |
|    n_updates            | 2590        |
|    policy_gradient_loss | -0.0611     |
|    std                  | 0.283       |
|    value_loss           | 0.0521      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.2        |
|    ep_rew_mean          | -1.15e+03   |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 10          |
|    time_elapsed         | 29          |
|    total_timesteps      | 363704      |
| train/                  |             |
|    approx_kl            | 0.056356844 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.622      |
|    explained_variance   | 0.895       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0758     |
|    n_updates            | 2600        |
|    policy_gradient_loss | -0.0604     |
|    std                  | 0.283       |
|    value_loss           | 0.0705      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.6       |
|    ep_rew_mean          | -1.08e+03  |
| time/                   |            |
|    fps                  | 1030       |
|    iterations           | 11         |
|    time_elapsed         | 32         |
|    total_timesteps      | 366776     |
| train/                  |            |
|    approx_kl            | 0.05628114 |
|    clip_fraction        | 0.369      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.622     |
|    explained_variance   | 0.908      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0741    |
|    n_updates            | 2610       |
|    policy_gradient_loss | -0.0588    |
|    std                  | 0.284      |
|    value_loss           | 0.0585     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.2        |
|    ep_rew_mean          | -1.03e+03   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 12          |
|    time_elapsed         | 36          |
|    total_timesteps      | 369848      |
| train/                  |             |
|    approx_kl            | 0.054679986 |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.629      |
|    explained_variance   | 0.898       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0631     |
|    n_updates            | 2620        |
|    policy_gradient_loss | -0.0511     |
|    std                  | 0.284       |
|    value_loss           | 0.0796      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.6       |
|    ep_rew_mean          | -1.13e+03  |
| time/                   |            |
|    fps                  | 1014       |
|    iterations           | 13         |
|    time_elapsed         | 39         |
|    total_timesteps      | 372920     |
| train/                  |            |
|    approx_kl            | 0.05297202 |
|    clip_fraction        | 0.366      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.638     |
|    explained_variance   | 0.877      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0514    |
|    n_updates            | 2630       |
|    policy_gradient_loss | -0.0546    |
|    std                  | 0.285      |
|    value_loss           | 0.0803     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 56.2       |
|    ep_rew_mean          | -1.16e+03  |
| time/                   |            |
|    fps                  | 1005       |
|    iterations           | 14         |
|    time_elapsed         | 42         |
|    total_timesteps      | 375992     |
| train/                  |            |
|    approx_kl            | 0.05257708 |
|    clip_fraction        | 0.37       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.652     |
|    explained_variance   | 0.878      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0624    |
|    n_updates            | 2640       |
|    policy_gradient_loss | -0.0601    |
|    std                  | 0.286      |
|    value_loss           | 0.0943     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.6        |
|    ep_rew_mean          | -1.22e+03   |
| time/                   |             |
|    fps                  | 1004        |
|    iterations           | 15          |
|    time_elapsed         | 45          |
|    total_timesteps      | 379064      |
| train/                  |             |
|    approx_kl            | 0.053666104 |
|    clip_fraction        | 0.361       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.663      |
|    explained_variance   | 0.831       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0807     |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.0595     |
|    std                  | 0.286       |
|    value_loss           | 0.0681      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 61.8     |
|    ep_rew_mean     | -976     |
| time/              |          |
|    fps             | 3273     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 382136   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58         |
|    ep_rew_mean          | -550       |
| time/                   |            |
|    fps                  | 1439       |
|    iterations           | 2          |
|    time_elapsed         | 4          |
|    total_timesteps      | 385208     |
| train/                  |            |
|    approx_kl            | 0.06188422 |
|    clip_fraction        | 0.393      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.674     |
|    explained_variance   | 0.691      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0648    |
|    n_updates            | 2670       |
|    policy_gradient_loss | -0.0646    |
|    std                  | 0.288      |
|    value_loss           | 0.0644     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.6       |
|    ep_rew_mean          | -497       |
| time/                   |            |
|    fps                  | 1213       |
|    iterations           | 3          |
|    time_elapsed         | 7          |
|    total_timesteps      | 388280     |
| train/                  |            |
|    approx_kl            | 0.05744171 |
|    clip_fraction        | 0.392      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.687     |
|    explained_variance   | 0.793      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0791    |
|    n_updates            | 2680       |
|    policy_gradient_loss | -0.0659    |
|    std                  | 0.288      |
|    value_loss           | 0.0503     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.7        |
|    ep_rew_mean          | -503        |
| time/                   |             |
|    fps                  | 1148        |
|    iterations           | 4           |
|    time_elapsed         | 10          |
|    total_timesteps      | 391352      |
| train/                  |             |
|    approx_kl            | 0.062369037 |
|    clip_fraction        | 0.409       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.689      |
|    explained_variance   | 0.826       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0969     |
|    n_updates            | 2690        |
|    policy_gradient_loss | -0.0658     |
|    std                  | 0.288       |
|    value_loss           | 0.0213      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.4        |
|    ep_rew_mean          | -523        |
| time/                   |             |
|    fps                  | 1094        |
|    iterations           | 5           |
|    time_elapsed         | 14          |
|    total_timesteps      | 394424      |
| train/                  |             |
|    approx_kl            | 0.056875605 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.691      |
|    explained_variance   | 0.856       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.111      |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.0658     |
|    std                  | 0.288       |
|    value_loss           | 0.0206      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.9        |
|    ep_rew_mean          | -538        |
| time/                   |             |
|    fps                  | 1076        |
|    iterations           | 6           |
|    time_elapsed         | 17          |
|    total_timesteps      | 397496      |
| train/                  |             |
|    approx_kl            | 0.056918085 |
|    clip_fraction        | 0.391       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.694      |
|    explained_variance   | 0.862       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0896     |
|    n_updates            | 2710        |
|    policy_gradient_loss | -0.0683     |
|    std                  | 0.289       |
|    value_loss           | 0.0195      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.2        |
|    ep_rew_mean          | -540        |
| time/                   |             |
|    fps                  | 1055        |
|    iterations           | 7           |
|    time_elapsed         | 20          |
|    total_timesteps      | 400568      |
| train/                  |             |
|    approx_kl            | 0.055672448 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.7        |
|    explained_variance   | 0.808       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0926     |
|    n_updates            | 2720        |
|    policy_gradient_loss | -0.0634     |
|    std                  | 0.289       |
|    value_loss           | 0.0283      |
-----------------------------------------
[long-eval] new best min_robot_dx=0.197 saved to RL\KNP\sb3_ppo_curriculum_best_long_human_like_phase_refined4.zip
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.5       |
|    ep_rew_mean          | -568       |
| time/                   |            |
|    fps                  | 1044       |
|    iterations           | 8          |
|    time_elapsed         | 23         |
|    total_timesteps      | 403640     |
| train/                  |            |
|    approx_kl            | 0.05753237 |
|    clip_fraction        | 0.383      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.706     |
|    explained_variance   | 0.82       |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0898    |
|    n_updates            | 2730       |
|    policy_gradient_loss | -0.0657    |
|    std                  | 0.289      |
|    value_loss           | 0.0189     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 66.1       |
|    ep_rew_mean          | -623       |
| time/                   |            |
|    fps                  | 1036       |
|    iterations           | 9          |
|    time_elapsed         | 26         |
|    total_timesteps      | 406712     |
| train/                  |            |
|    approx_kl            | 0.05921026 |
|    clip_fraction        | 0.378      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.708     |
|    explained_variance   | 0.879      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.1       |
|    n_updates            | 2740       |
|    policy_gradient_loss | -0.0671    |
|    std                  | 0.289      |
|    value_loss           | 0.0111     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 66.6       |
|    ep_rew_mean          | -629       |
| time/                   |            |
|    fps                  | 1026       |
|    iterations           | 10         |
|    time_elapsed         | 29         |
|    total_timesteps      | 409784     |
| train/                  |            |
|    approx_kl            | 0.06422136 |
|    clip_fraction        | 0.397      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.708     |
|    explained_variance   | 0.83       |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0864    |
|    n_updates            | 2750       |
|    policy_gradient_loss | -0.0624    |
|    std                  | 0.29       |
|    value_loss           | 0.0216     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.1        |
|    ep_rew_mean          | -561        |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 11          |
|    time_elapsed         | 33          |
|    total_timesteps      | 412856      |
| train/                  |             |
|    approx_kl            | 0.061462883 |
|    clip_fraction        | 0.393       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.715      |
|    explained_variance   | 0.877       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.105      |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.0689     |
|    std                  | 0.29        |
|    value_loss           | 0.0141      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.7        |
|    ep_rew_mean          | -502        |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 12          |
|    time_elapsed         | 36          |
|    total_timesteps      | 415928      |
| train/                  |             |
|    approx_kl            | 0.054191012 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.717      |
|    explained_variance   | 0.868       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.112      |
|    n_updates            | 2770        |
|    policy_gradient_loss | -0.0633     |
|    std                  | 0.29        |
|    value_loss           | 0.0154      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.8        |
|    ep_rew_mean          | -564        |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 13          |
|    time_elapsed         | 39          |
|    total_timesteps      | 419000      |
| train/                  |             |
|    approx_kl            | 0.055433054 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.717      |
|    explained_variance   | 0.857       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.104      |
|    n_updates            | 2780        |
|    policy_gradient_loss | -0.0604     |
|    std                  | 0.29        |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 63.8        |
|    ep_rew_mean          | -600        |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 14          |
|    time_elapsed         | 42          |
|    total_timesteps      | 422072      |
| train/                  |             |
|    approx_kl            | 0.050063763 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.725      |
|    explained_variance   | 0.844       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0733     |
|    n_updates            | 2790        |
|    policy_gradient_loss | -0.0626     |
|    std                  | 0.291       |
|    value_loss           | 0.0202      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.4        |
|    ep_rew_mean          | -587        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 15          |
|    time_elapsed         | 45          |
|    total_timesteps      | 425144      |
| train/                  |             |
|    approx_kl            | 0.062629186 |
|    clip_fraction        | 0.405       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.727      |
|    explained_variance   | 0.865       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.103      |
|    n_updates            | 2800        |
|    policy_gradient_loss | -0.0674     |
|    std                  | 0.291       |
|    value_loss           | 0.0136      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 55.9       |
|    ep_rew_mean          | -532       |
| time/                   |            |
|    fps                  | 1000       |
|    iterations           | 16         |
|    time_elapsed         | 49         |
|    total_timesteps      | 428216     |
| train/                  |            |
|    approx_kl            | 0.05484097 |
|    clip_fraction        | 0.39       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.733     |
|    explained_variance   | 0.899      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0907    |
|    n_updates            | 2810       |
|    policy_gradient_loss | -0.0665    |
|    std                  | 0.292      |
|    value_loss           | 0.0143     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54          |
|    ep_rew_mean          | -518        |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 17          |
|    time_elapsed         | 52          |
|    total_timesteps      | 431288      |
| train/                  |             |
|    approx_kl            | 0.057034735 |
|    clip_fraction        | 0.395       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.744      |
|    explained_variance   | 0.916       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.107      |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.0657     |
|    std                  | 0.292       |
|    value_loss           | 0.00952     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.4       |
|    ep_rew_mean          | -518       |
| time/                   |            |
|    fps                  | 998        |
|    iterations           | 18         |
|    time_elapsed         | 55         |
|    total_timesteps      | 434360     |
| train/                  |            |
|    approx_kl            | 0.05723166 |
|    clip_fraction        | 0.401      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.756     |
|    explained_variance   | 0.89       |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0826    |
|    n_updates            | 2830       |
|    policy_gradient_loss | -0.0598    |
|    std                  | 0.294      |
|    value_loss           | 0.0134     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.9        |
|    ep_rew_mean          | -518        |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 19          |
|    time_elapsed         | 58          |
|    total_timesteps      | 437432      |
| train/                  |             |
|    approx_kl            | 0.053822923 |
|    clip_fraction        | 0.375       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.766      |
|    explained_variance   | 0.842       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.106      |
|    n_updates            | 2840        |
|    policy_gradient_loss | -0.0641     |
|    std                  | 0.293       |
|    value_loss           | 0.0155      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.1        |
|    ep_rew_mean          | -537        |
| time/                   |             |
|    fps                  | 995         |
|    iterations           | 20          |
|    time_elapsed         | 61          |
|    total_timesteps      | 440504      |
| train/                  |             |
|    approx_kl            | 0.051282153 |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.766      |
|    explained_variance   | 0.882       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0868     |
|    n_updates            | 2850        |
|    policy_gradient_loss | -0.0598     |
|    std                  | 0.294       |
|    value_loss           | 0.0126      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54         |
|    ep_rew_mean          | -510       |
| time/                   |            |
|    fps                  | 992        |
|    iterations           | 21         |
|    time_elapsed         | 65         |
|    total_timesteps      | 443576     |
| train/                  |            |
|    approx_kl            | 0.05444489 |
|    clip_fraction        | 0.382      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.771     |
|    explained_variance   | 0.853      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.103     |
|    n_updates            | 2860       |
|    policy_gradient_loss | -0.0639    |
|    std                  | 0.294      |
|    value_loss           | 0.0147     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.5        |
|    ep_rew_mean          | -480        |
| time/                   |             |
|    fps                  | 988         |
|    iterations           | 22          |
|    time_elapsed         | 68          |
|    total_timesteps      | 446648      |
| train/                  |             |
|    approx_kl            | 0.053017408 |
|    clip_fraction        | 0.368       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.775      |
|    explained_variance   | 0.922       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0791     |
|    n_updates            | 2870        |
